Year,Economy,Economy Label,Category,Category Label,Productive Capacities Index,Productive Capacities Index Footnote,Productive Capacities Index Missing value
2002,328,Guyana,30,Human capital,28.2626,,
2002,328,Guyana,50,Natural capital,44.3325,,
2002,328,Guyana,20,Energy,40.0285,,
2002,328,Guyana,70,Transport,41.7813,All indicators in the category have been imputed.,
2002,328,Guyana,60,Information and Communication Technology (ICT),14.5933,,
2002,328,Guyana,40,Institutions,50.4093,,
2002,328,Guyana,80,Private sector,40.285,At least half of the indicators in the category have been imputed.,
2002,328,Guyana,10,Structural Change,39.349,,
2002,332,Haiti,0,Overall index: Productive capacities index,18.4727,,
2002,332,Haiti,30,Human capital,18.9644,,
2002,332,Haiti,50,Natural capital,41.848,,
2002,332,Haiti,20,Energy,12.5452,,
2002,332,Haiti,70,Transport,11.259,All indicators in the category have been imputed.,
2002,332,Haiti,60,Information and Communication Technology (ICT),5.4551,,
2002,332,Haiti,40,Institutions,24.7148,,
2002,332,Haiti,80,Private sector,30.2645,,
2002,332,Haiti,10,Structural Change,29.6452,,
2002,340,Honduras,0,Overall index: Productive capacities index,32.7765,,
2002,340,Honduras,30,Human capital,30.2379,,
2002,340,Honduras,50,Natural capital,36.0699,,
2002,340,Honduras,20,Energy,31.7143,,
2002,340,Honduras,70,Transport,34.7462,All indicators in the category have been imputed.,
2002,340,Honduras,60,Information and Communication Technology (ICT),14.1831,,
2002,340,Honduras,40,Institutions,41.8304,,
2002,340,Honduras,80,Private sector,38.6404,,
2002,340,Honduras,10,Structural Change,48.3441,,
2002,348,Hungary,0,Overall index: Productive capacities index,54.4387,,
2002,348,Hungary,30,Human capital,54.2642,,
2002,348,Hungary,50,Natural capital,37.9607,,
2002,348,Hungary,20,Energy,65.6752,,
2002,348,Hungary,70,Transport,48.0012,,
2002,348,Hungary,60,Information and Communication Technology (ICT),38.6975,,
2002,348,Hungary,40,Institutions,78.5177,,
2002,348,Hungary,80,Private sector,54.6126,,
2002,348,Hungary,10,Structural Change,71.5844,,
2002,352,Iceland,0,Overall index: Productive capacities index,63.9017,,
2002,352,Iceland,30,Human capital,83.19,,
2002,352,Iceland,50,Natural capital,28.3174,,
2002,352,Iceland,20,Energy,69.4788,,
2002,352,Iceland,70,Transport,74.9348,,
2002,352,Iceland,60,Information and Communication Technology (ICT),62.4167,,
2002,352,Iceland,40,Institutions,95.9162,,
2002,352,Iceland,80,Private sector,76.5041,,
2002,352,Iceland,10,Structural Change,49.495,,
2002,356,India,0,Overall index: Productive capacities index,33.4608,,
2002,356,India,30,Human capital,28.0758,,
2002,356,India,50,Natural capital,49.2568,,
2002,356,India,20,Energy,27.533,,
2002,356,India,70,Transport,26.2138,,
2002,356,India,60,Information and Communication Technology (ICT),10.7531,,
2002,356,India,40,Institutions,48.4694,,
2002,356,India,80,Private sector,46.5031,,
2002,356,India,10,Structural Change,64.9572,,
2002,360,Indonesia,0,Overall index: Productive capacities index,,,Not applicable
2002,360,Indonesia,30,Human capital,,,Not applicable
2002,360,Indonesia,50,Natural capital,,,Not applicable
2002,360,Indonesia,20,Energy,,,Not applicable
2002,360,Indonesia,70,Transport,,,Not applicable
2002,360,Indonesia,60,Information and Communication Technology (ICT),,,Not applicable
2002,360,Indonesia,40,Institutions,,,Not applicable
2002,360,Indonesia,80,Private sector,,,Not applicable
2002,360,Indonesia,10,Structural Change,,,Not applicable
2002,960,Indonesia (...2002),0,Overall index: Productive capacities index,32.394,,
2002,960,Indonesia (...2002),30,Human capital,27.9511,,
2002,960,Indonesia (...2002),50,Natural capital,37.4409,,
2002,960,Indonesia (...2002),20,Energy,43.3096,,
2002,960,Indonesia (...2002),70,Transport,27.3727,,
2002,960,Indonesia (...2002),60,Information and Communication Technology (ICT),11.3935,,
2002,960,Indonesia (...2002),40,Institutions,36.0292,,
2002,960,Indonesia (...2002),80,Private sector,41.5899,,
2002,960,Indonesia (...2002),10,Structural Change,57.2492,,
2002,364,Iran (Islamic Republic of),0,Overall index: Productive capacities index,39.5291,,
2002,364,Iran (Islamic Republic of),30,Human capital,41.6054,,
2002,364,Iran (Islamic Republic of),50,Natural capital,49.2877,,
2002,364,Iran (Islamic Republic of),20,Energy,62.6502,,
2002,364,Iran (Islamic Republic of),70,Transport,34.2217,,
2002,364,Iran (Islamic Republic of),60,Information and Communication Technology (ICT),17.346,,
2002,364,Iran (Islamic Republic of),40,Institutions,37.3803,,
2002,364,Iran (Islamic Republic of),80,Private sector,38.3398,,
2002,364,Iran (Islamic Republic of),10,Structural Change,54.542,,
2002,368,Iraq,0,Overall index: Productive capacities index,23.1336,,
2002,368,Iraq,30,Human capital,23.9985,At least half of the indicators in the category have been imputed.,
2002,368,Iraq,50,Natural capital,49.4223,,
2002,368,Iraq,20,Energy,61.2852,,
2002,368,Iraq,70,Transport,25.3118,At least half of the indicators in the category have been imputed.,
2002,368,Iraq,60,Information and Communication Technology (ICT),4.7392,,
2002,368,Iraq,40,Institutions,15.7973,,
2002,368,Iraq,80,Private sector,21.4408,At least half of the indicators in the category have been imputed.,
2002,368,Iraq,10,Structural Change,27.7735,,
2002,372,Ireland,0,Overall index: Productive capacities index,60.4122,,
2002,372,Ireland,30,Human capital,59.5041,,
2002,372,Ireland,50,Natural capital,32.4845,,
2002,372,Ireland,20,Energy,78.0282,,
2002,372,Ireland,70,Transport,65.7243,,
2002,372,Ireland,60,Information and Communication Technology (ICT),44.3332,,
2002,372,Ireland,40,Institutions,89.8455,,
2002,372,Ireland,80,Private sector,67.0159,,
2002,372,Ireland,10,Structural Change,67.0495,,
2002,376,Israel,0,Overall index: Productive capacities index,55.1762,,
2002,376,Israel,30,Human capital,73.7573,,
2002,376,Israel,50,Natural capital,21.4199,,
2002,376,Israel,20,Energy,76.2707,,
2002,376,Israel,70,Transport,52.4887,,
2002,376,Israel,60,Information and Communication Technology (ICT),47.3171,,
2002,376,Israel,40,Institutions,69.2365,,
2002,376,Israel,80,Private sector,70.1464,,
2002,376,Israel,10,Structural Change,59.1029,,
2002,380,Italy,0,Overall index: Productive capacities index,55.4393,,
2002,380,Italy,30,Human capital,58.7705,,
2002,380,Italy,50,Natural capital,23.6965,,
2002,380,Italy,20,Energy,75.0247,,
2002,380,Italy,70,Transport,45.7702,,
2002,380,Italy,60,Information and Communication Technology (ICT),44.6397,,
2002,380,Italy,40,Institutions,73.6206,,
2002,380,Italy,80,Private sector,60.2702,,
2002,380,Italy,10,Structural Change,94.2086,,
2002,388,Jamaica,0,Overall index: Productive capacities index,42.7086,,
2002,388,Jamaica,30,Human capital,39.3719,,
2002,388,Jamaica,50,Natural capital,37.1549,,
2002,388,Jamaica,20,Energy,56.9433,,
2002,388,Jamaica,70,Transport,54.784,,
2002,388,Jamaica,60,Information and Communication Technology (ICT),26.496,,
2002,388,Jamaica,40,Institutions,54.2078,,
2002,388,Jamaica,80,Private sector,32.7081,,
2002,388,Jamaica,10,Structural Change,51.6332,,
2002,392,Japan,0,Overall index: Productive capacities index,56.0408,,
2002,392,Japan,30,Human capital,76.101,,
2002,392,Japan,50,Natural capital,9.5386,,
2002,392,Japan,20,Energy,77.3319,,
2002,392,Japan,70,Transport,51.6678,,
2002,392,Japan,60,Information and Communication Technology (ICT),50.8355,,
2002,392,Japan,40,Institutions,77.3841,,
2002,392,Japan,80,Private sector,95.6639,,
2002,392,Japan,10,Structural Change,89.1277,,
2002,400,Jordan,0,Overall index: Productive capacities index,43.853,,
2002,400,Jordan,30,Human capital,40.2493,,
2002,400,Jordan,50,Natural capital,35.4766,,
2002,400,Jordan,20,Energy,60.3503,,
2002,400,Jordan,70,Transport,45.3821,,
2002,400,Jordan,60,Information and Communication Technology (ICT),21.7774,,
2002,400,Jordan,40,Institutions,51.5741,,
2002,400,Jordan,80,Private sector,52.2667,,
2002,400,Jordan,10,Structural Change,59.5757,,
2002,398,Kazakhstan,0,Overall index: Productive capacities index,39.3491,,
2002,398,Kazakhstan,30,Human capital,36.3699,,
2002,398,Kazakhstan,50,Natural capital,65.2716,,
2002,398,Kazakhstan,20,Energy,64.8095,,
2002,398,Kazakhstan,70,Transport,35.7622,,
2002,398,Kazakhstan,60,Information and Communication Technology (ICT),16.1854,,
2002,398,Kazakhstan,40,Institutions,36.8803,,
2002,398,Kazakhstan,80,Private sector,34.9669,At least half of the indicators in the category have been imputed.,
2002,398,Kazakhstan,10,Structural Change,50.0468,,
2002,404,Kenya,0,Overall index: Productive capacities index,25.3532,,
2002,404,Kenya,30,Human capital,14.5218,,
2002,404,Kenya,50,Natural capital,47.4383,,
2002,404,Kenya,20,Energy,15.4062,,
2002,404,Kenya,70,Transport,30.6298,,
2002,404,Kenya,60,Information and Communication Technology (ICT),8.5388,,
2002,404,Kenya,40,Institutions,37.6203,,
2002,404,Kenya,80,Private sector,37.0821,,
2002,404,Kenya,10,Structural Change,44.0845,,
2002,296,Kiribati,0,Overall index: Productive capacities index,36.1105,,
2002,296,Kiribati,30,Human capital,32.7774,,
2002,296,Kiribati,50,Natural capital,43.9485,,
2002,296,Kiribati,20,Energy,49.6871,At least half of the indicators in the category have been imputed.,
2002,296,Kiribati,70,Transport,58.3314,All indicators in the category have been imputed.,
2002,296,Kiribati,60,Information and Communication Technology (ICT),7.3004,,
2002,296,Kiribati,40,Institutions,66.1434,At least half of the indicators in the category have been imputed.,
2002,296,Kiribati,80,Private sector,50.0087,All indicators in the category have been imputed.,
2002,296,Kiribati,10,Structural Change,28.6766,,
2002,410,"Korea, Republic of",0,Overall index: Productive capacities index,56.5251,,
2002,410,"Korea, Republic of",30,Human capital,64.4173,,
2002,410,"Korea, Republic of",50,Natural capital,15.3953,,
2002,410,"Korea, Republic of",20,Energy,78.2135,,
2002,410,"Korea, Republic of",70,Transport,50.7222,,
2002,410,"Korea, Republic of",60,Information and Communication Technology (ICT),56.7286,,
2002,410,"Korea, Republic of",40,Institutions,70.7035,,
2002,410,"Korea, Republic of",80,Private sector,83.0128,,
2002,410,"Korea, Republic of",10,Structural Change,79.5562,,
2002,414,Kuwait,0,Overall index: Productive capacities index,52.0457,,
2002,414,Kuwait,30,Human capital,38.7749,,
2002,414,Kuwait,50,Natural capital,49.6858,,
2002,414,Kuwait,20,Energy,76.6686,,
2002,414,Kuwait,70,Transport,61.175,,
2002,414,Kuwait,60,Information and Communication Technology (ICT),32.4893,,
2002,414,Kuwait,40,Institutions,61.5202,,
2002,414,Kuwait,80,Private sector,64.4737,At least half of the indicators in the category have been imputed.,
2002,414,Kuwait,10,Structural Change,46.2346,At least half of the indicators in the category have been imputed.,
2002,417,Kyrgyzstan,0,Overall index: Productive capacities index,32.0945,,
2002,417,Kyrgyzstan,30,Human capital,36.5177,,
2002,417,Kyrgyzstan,50,Natural capital,56.1382,,
2002,417,Kyrgyzstan,20,Energy,37.1935,,
2002,417,Kyrgyzstan,70,Transport,28.8215,,
2002,417,Kyrgyzstan,60,Information and Communication Technology (ICT),13.769,,
2002,417,Kyrgyzstan,40,Institutions,39.505,,
2002,417,Kyrgyzstan,80,Private sector,22.8871,,
2002,417,Kyrgyzstan,10,Structural Change,41.1487,,
2002,418,Lao People's Dem. Rep.,0,Overall index: Productive capacities index,25.5821,,
2002,418,Lao People's Dem. Rep.,30,Human capital,20.2435,,
2002,418,Lao People's Dem. Rep.,50,Natural capital,39.5001,,
2002,418,Lao People's Dem. Rep.,20,Energy,30.1498,,
2002,418,Lao People's Dem. Rep.,70,Transport,31.7228,,
2002,418,Lao People's Dem. Rep.,60,Information and Communication Technology (ICT),5.6921,,
2002,418,Lao People's Dem. Rep.,40,Institutions,33.2938,,
2002,418,Lao People's Dem. Rep.,80,Private sector,25.9721,,
2002,418,Lao People's Dem. Rep.,10,Structural Change,48.7316,,
2002,428,Latvia,0,Overall index: Productive capacities index,48.5134,,
2002,428,Latvia,30,Human capital,49.4612,,
2002,428,Latvia,50,Natural capital,29.7686,,
2002,428,Latvia,20,Energy,51.9125,,
2002,428,Latvia,70,Transport,45.2156,,
2002,428,Latvia,60,Information and Communication Technology (ICT),35.5986,,
2002,428,Latvia,40,Institutions,68.4178,,
2002,428,Latvia,80,Private sector,57.9257,At least half of the indicators in the category have been imputed.,
2002,428,Latvia,10,Structural Change,62.9274,,
2002,422,Lebanon,0,Overall index: Productive capacities index,42.253,,
2002,422,Lebanon,30,Human capital,48.5876,,
2002,422,Lebanon,50,Natural capital,30.6068,,
2002,422,Lebanon,20,Energy,60.5121,,
2002,422,Lebanon,70,Transport,42.1234,,
2002,422,Lebanon,60,Information and Communication Technology (ICT),22.581,,
2002,422,Lebanon,40,Institutions,46.8066,,
2002,422,Lebanon,80,Private sector,41.8113,At least half of the indicators in the category have been imputed.,
2002,422,Lebanon,10,Structural Change,60.6465,,
2002,426,Lesotho,0,Overall index: Productive capacities index,30.9342,,
2002,426,Lesotho,30,Human capital,20.1521,,
2002,426,Lesotho,50,Natural capital,59.2258,,
2002,426,Lesotho,20,Energy,18.4841,At least half of the indicators in the category have been imputed.,
2002,426,Lesotho,70,Transport,49.1469,All indicators in the category have been imputed.,
2002,426,Lesotho,60,Information and Communication Technology (ICT),7.3836,,
2002,426,Lesotho,40,Institutions,53.5067,,
2002,426,Lesotho,80,Private sector,32.4237,At least half of the indicators in the category have been imputed.,
2002,426,Lesotho,10,Structural Change,60.3739,,
2002,430,Liberia,0,Overall index: Productive capacities index,19.6338,,
2002,430,Liberia,30,Human capital,15.4571,,
2002,430,Liberia,50,Natural capital,76.9525,,
2002,430,Liberia,20,Energy,10.9241,At least half of the indicators in the category have been imputed.,
2002,430,Liberia,70,Transport,43.1929,All indicators in the category have been imputed.,
2002,430,Liberia,60,Information and Communication Technology (ICT),4.4872,,
2002,430,Liberia,40,Institutions,20.6887,,
2002,430,Liberia,80,Private sector,23.0612,At least half of the indicators in the category have been imputed.,
2002,430,Liberia,10,Structural Change,18.3781,,
2002,434,Libya,0,Overall index: Productive capacities index,41.4829,,
2002,434,Libya,30,Human capital,44.1989,,
2002,434,Libya,50,Natural capital,50.2213,,
2002,434,Libya,20,Energy,69.971,,
2002,434,Libya,70,Transport,35.4251,,
2002,434,Libya,60,Information and Communication Technology (ICT),15.5834,,
2002,434,Libya,40,Institutions,30.1132,,
2002,434,Libya,80,Private sector,47.9148,At least half of the indicators in the category have been imputed.,
2002,434,Libya,10,Structural Change,70.8818,At least half of the indicators in the category have been imputed.,
2002,440,Lithuania,0,Overall index: Productive capacities index,49.5869,,
2002,440,Lithuania,30,Human capital,53.2359,,
2002,440,Lithuania,50,Natural capital,33.1253,,
2002,440,Lithuania,20,Energy,61.9601,,
2002,440,Lithuania,70,Transport,41.7404,,
2002,440,Lithuania,60,Information and Communication Technology (ICT),34.8047,,
2002,440,Lithuania,40,Institutions,70.3873,,
2002,440,Lithuania,80,Private sector,53.554,At least half of the indicators in the category have been imputed.,
2002,440,Lithuania,10,Structural Change,61.0916,,
2002,442,Luxembourg,0,Overall index: Productive capacities index,57.9654,,
2002,442,Luxembourg,30,Human capital,63.37,,
2002,442,Luxembourg,50,Natural capital,11.7779,,
2002,442,Luxembourg,20,Energy,96.3149,,
2002,442,Luxembourg,70,Transport,74.0008,,
2002,442,Luxembourg,60,Information and Communication Technology (ICT),51.3804,,
2002,442,Luxembourg,40,Institutions,96.5455,,
2002,442,Luxembourg,80,Private sector,73.1829,At least half of the indicators in the category have been imputed.,
2002,442,Luxembourg,10,Structural Change,65.9977,,
2002,450,Madagascar,0,Overall index: Productive capacities index,22.9361,,
2002,450,Madagascar,30,Human capital,20.1265,,
2002,450,Madagascar,50,Natural capital,58.7989,,
2002,450,Madagascar,20,Energy,18.0641,,
2002,450,Madagascar,70,Transport,23.3198,,
2002,450,Madagascar,60,Information and Communication Technology (ICT),4.1682,,
2002,450,Madagascar,40,Institutions,50.9708,,
2002,450,Madagascar,80,Private sector,25.963,,
2002,450,Madagascar,10,Structural Change,27.8517,,
2002,454,Malawi,0,Overall index: Productive capacities index,15.904,,
2002,454,Malawi,30,Human capital,10.803,,
2002,454,Malawi,50,Natural capital,68.6791,,
2002,454,Malawi,20,Energy,4.4397,At least half of the indicators in the category have been imputed.,
2002,454,Malawi,70,Transport,21.529,,
2002,454,Malawi,60,Information and Communication Technology (ICT),3.8481,,
2002,454,Malawi,40,Institutions,42.8878,,
2002,454,Malawi,80,Private sector,21.6272,,
2002,454,Malawi,10,Structural Change,16.1705,,
2002,458,Malaysia,0,Overall index: Productive capacities index,49.3869,,
2002,458,Malaysia,30,Human capital,37.3647,,
2002,458,Malaysia,50,Natural capital,36.2951,,
2002,458,Malaysia,20,Energy,67.0385,,
2002,458,Malaysia,70,Transport,49.1497,,
2002,458,Malaysia,60,Information and Communication Technology (ICT),31.8883,,
2002,458,Malaysia,40,Institutions,63.8461,,
2002,458,Malaysia,80,Private sector,62.3055,,
2002,458,Malaysia,10,Structural Change,62.4374,,
2002,462,Maldives,0,Overall index: Productive capacities index,41.927,,
2002,462,Maldives,30,Human capital,42.875,,
2002,462,Maldives,50,Natural capital,26.5126,,
2002,462,Maldives,20,Energy,68.479,At least half of the indicators in the category have been imputed.,
2002,462,Maldives,70,Transport,50.7468,,
2002,462,Maldives,60,Information and Communication Technology (ICT),20.8739,,
2002,462,Maldives,40,Institutions,62.5938,,
2002,462,Maldives,80,Private sector,40.408,At least half of the indicators in the category have been imputed.,
2002,462,Maldives,10,Structural Change,45.785,,
2002,466,Mali,0,Overall index: Productive capacities index,18.4953,,
2002,466,Mali,30,Human capital,8.8169,,
2002,466,Mali,50,Natural capital,58.8524,,
2002,466,Mali,20,Energy,5.4864,At least half of the indicators in the category have been imputed.,
2002,466,Mali,70,Transport,19.0861,At least half of the indicators in the category have been imputed.,
2002,466,Mali,60,Information and Communication Technology (ICT),4.9115,,
2002,466,Mali,40,Institutions,49.0866,,
2002,466,Mali,80,Private sector,38.4304,,
2002,466,Mali,10,Structural Change,27.1985,,
2002,470,Malta,0,Overall index: Productive capacities index,56.2419,,
2002,470,Malta,30,Human capital,50.4149,,
2002,470,Malta,50,Natural capital,30.3674,,
2002,470,Malta,20,Energy,69.0976,,
2002,470,Malta,70,Transport,71.6623,,
2002,470,Malta,60,Information and Communication Technology (ICT),49.3548,,
2002,470,Malta,40,Institutions,82.3927,,
2002,470,Malta,80,Private sector,65.4927,,
2002,470,Malta,10,Structural Change,49.5852,,
2002,584,Marshall Islands,0,Overall index: Productive capacities index,43.0926,,
2002,584,Marshall Islands,30,Human capital,35.4778,,
2002,584,Marshall Islands,50,Natural capital,25.6627,,
2002,584,Marshall Islands,20,Energy,62.7644,At least half of the indicators in the category have been imputed.,
2002,584,Marshall Islands,70,Transport,71.1629,,
2002,584,Marshall Islands,60,Information and Communication Technology (ICT),20.3954,,
2002,584,Marshall Islands,40,Institutions,62.222,At least half of the indicators in the category have been imputed.,
2002,584,Marshall Islands,80,Private sector,54.5228,All indicators in the category have been imputed.,
2002,584,Marshall Islands,10,Structural Change,42.261,,
2002,478,Mauritania,0,Overall index: Productive capacities index,29.7566,,
2002,478,Mauritania,30,Human capital,17.7669,,
2002,478,Mauritania,50,Natural capital,63.5824,,
2002,478,Mauritania,20,Energy,27.6314,At least half of the indicators in the category have been imputed.,
2002,478,Mauritania,70,Transport,24.2909,,
2002,478,Mauritania,60,Information and Communication Technology (ICT),8.4919,,
2002,478,Mauritania,40,Institutions,51.5291,,
2002,478,Mauritania,80,Private sector,35.5159,At least half of the indicators in the category have been imputed.,
2002,478,Mauritania,10,Structural Change,52.1667,,
2002,480,Mauritius,0,Overall index: Productive capacities index,45.4144,,
2002,480,Mauritius,30,Human capital,38.3583,,
2002,480,Mauritius,50,Natural capital,31.5374,,
2002,480,Mauritius,20,Energy,60.3503,,
2002,480,Mauritius,70,Transport,59.9994,,
2002,480,Mauritius,60,Information and Communication Technology (ICT),27.6354,,
2002,480,Mauritius,40,Institutions,70.1318,,
2002,480,Mauritius,80,Private sector,40.0846,At least half of the indicators in the category have been imputed.,
2002,480,Mauritius,10,Structural Change,53.1713,,
2002,484,Mexico,0,Overall index: Productive capacities index,44.2618,,
2002,484,Mexico,30,Human capital,40.2436,,
2002,484,Mexico,50,Natural capital,37.9984,,
2002,484,Mexico,20,Energy,59.5404,,
2002,484,Mexico,70,Transport,38.42,,
2002,484,Mexico,60,Information and Communication Technology (ICT),24.8146,,
2002,484,Mexico,40,Institutions,56.7769,,
2002,484,Mexico,80,Private sector,44.6388,,
2002,484,Mexico,10,Structural Change,66.9587,,
2002,498,"Moldova, Republic of",0,Overall index: Productive capacities index,38.4317,,
2002,498,"Moldova, Republic of",30,Human capital,41.7619,,
2002,498,"Moldova, Republic of",50,Natural capital,47.9274,,
2002,498,"Moldova, Republic of",20,Energy,49.3239,,
2002,498,"Moldova, Republic of",70,Transport,34.0841,,
2002,498,"Moldova, Republic of",60,Information and Communication Technology (ICT),20.5503,,
2002,498,"Moldova, Republic of",40,Institutions,42.9252,,
2002,498,"Moldova, Republic of",80,Private sector,38.2226,,
2002,498,"Moldova, Republic of",10,Structural Change,41.9463,,
2002,496,Mongolia,0,Overall index: Productive capacities index,39.9371,,
2002,496,Mongolia,30,Human capital,33.1303,,
2002,496,Mongolia,50,Natural capital,71.968,,
2002,496,Mongolia,20,Energy,45.8743,,
2002,496,Mongolia,70,Transport,40.7213,,
2002,496,Mongolia,60,Information and Communication Technology (ICT),15.1105,,
2002,496,Mongolia,40,Institutions,61.1306,,
2002,496,Mongolia,80,Private sector,30.5423,,
2002,496,Mongolia,10,Structural Change,51.5013,,
2002,499,Montenegro,0,Overall index: Productive capacities index,,,Not applicable
2002,499,Montenegro,30,Human capital,,,Not applicable
2002,499,Montenegro,50,Natural capital,,,Not applicable
2002,499,Montenegro,20,Energy,,,Not applicable
2002,499,Montenegro,70,Transport,,,Not applicable
2002,499,Montenegro,60,Information and Communication Technology (ICT),,,Not applicable
2002,499,Montenegro,40,Institutions,,,Not applicable
2002,499,Montenegro,80,Private sector,,,Not applicable
2002,499,Montenegro,10,Structural Change,,,Not applicable
2002,504,Morocco,0,Overall index: Productive capacities index,37.6927,,
2002,504,Morocco,30,Human capital,34.8164,,
2002,504,Morocco,50,Natural capital,42.4349,,
2002,504,Morocco,20,Energy,50.8244,,
2002,504,Morocco,70,Transport,32.9936,,
2002,504,Morocco,60,Information and Communication Technology (ICT),13.0858,,
2002,504,Morocco,40,Institutions,50.8065,,
2002,504,Morocco,80,Private sector,42.5612,At least half of the indicators in the category have been imputed.,
2002,504,Morocco,10,Structural Change,58.1184,,
2002,508,Mozambique,0,Overall index: Productive capacities index,20.8735,,
2002,508,Mozambique,30,Human capital,10.7404,,
2002,508,Mozambique,50,Natural capital,53.6494,,
2002,508,Mozambique,20,Energy,10.8921,,
2002,508,Mozambique,70,Transport,24.5132,,
2002,508,Mozambique,60,Information and Communication Technology (ICT),5.8305,,
2002,508,Mozambique,40,Institutions,47.2116,,
2002,508,Mozambique,80,Private sector,27.5866,,
2002,508,Mozambique,10,Structural Change,30.8467,,
2002,104,Myanmar,0,Overall index: Productive capacities index,17.8069,,
2002,104,Myanmar,30,Human capital,21.2521,,
2002,104,Myanmar,50,Natural capital,63.5795,,
2002,104,Myanmar,20,Energy,14.5414,,
2002,104,Myanmar,70,Transport,21.5473,,
2002,104,Myanmar,60,Information and Communication Technology (ICT),1.5472,,
2002,104,Myanmar,40,Institutions,18.3205,,
2002,104,Myanmar,80,Private sector,27.9274,At least half of the indicators in the category have been imputed.,
2002,104,Myanmar,10,Structural Change,30.1626,,
2002,516,Namibia,0,Overall index: Productive capacities index,37.4663,,
2002,516,Namibia,30,Human capital,28.665,,
2002,516,Namibia,50,Natural capital,44.6618,,
2002,516,Namibia,20,Energy,36.7854,,
2002,516,Namibia,70,Transport,42.3312,,
2002,516,Namibia,60,Information and Communication Technology (ICT),15.5503,,
2002,516,Namibia,40,Institutions,61.4879,,
2002,516,Namibia,80,Private sector,44.8757,At least half of the indicators in the category have been imputed.,
2002,516,Namibia,10,Structural Change,45.3902,,
2002,524,Nepal,0,Overall index: Productive capacities index,24.989,,
2002,524,Nepal,30,Human capital,25.5238,,
2002,524,Nepal,50,Natural capital,44.8097,,
2002,524,Nepal,20,Energy,15.7141,,
2002,524,Nepal,70,Transport,23.1101,,
2002,524,Nepal,60,Information and Communication Technology (ICT),6.7804,,
2002,524,Nepal,40,Institutions,38.3054,,
2002,524,Nepal,80,Private sector,33.9452,At least half of the indicators in the category have been imputed.,
2002,524,Nepal,10,Structural Change,41.5235,,
2002,528,Netherlands (Kingdom of the),0,Overall index: Productive capacities index,65.2529,,
2002,528,Netherlands (Kingdom of the),30,Human capital,65.7895,,
2002,528,Netherlands (Kingdom of the),50,Natural capital,30.7637,,
2002,528,Netherlands (Kingdom of the),20,Energy,79.8994,,
2002,528,Netherlands (Kingdom of the),70,Transport,60.0961,,
2002,528,Netherlands (Kingdom of the),60,Information and Communication Technology (ICT),55.8804,,
2002,528,Netherlands (Kingdom of the),40,Institutions,94.8439,,
2002,528,Netherlands (Kingdom of the),80,Private sector,76.3428,,
2002,528,Netherlands (Kingdom of the),10,Structural Change,83.5946,,
2002,530,Netherlands Antilles,0,Overall index: Productive capacities index,53.8211,At least half of the indicators in the category have been imputed.,
2002,530,Netherlands Antilles,30,Human capital,45.6707,At least half of the indicators in the category have been imputed.,
2002,530,Netherlands Antilles,50,Natural capital,19.4093,At least half of the indicators in the category have been imputed.,
2002,530,Netherlands Antilles,20,Energy,71.8038,,
2002,530,Netherlands Antilles,70,Transport,89.7682,All indicators in the category have been imputed.,
2002,530,Netherlands Antilles,60,Information and Communication Technology (ICT),49.3501,All indicators in the category have been imputed.,
2002,530,Netherlands Antilles,40,Institutions,65.0773,All indicators in the category have been imputed.,
2002,530,Netherlands Antilles,80,Private sector,71.3372,All indicators in the category have been imputed.,
2002,530,Netherlands Antilles,10,Structural Change,53.7859,All indicators in the category have been imputed.,
2002,554,New Zealand,0,Overall index: Productive capacities index,63.7673,,
2002,554,New Zealand,30,Human capital,63.4682,,
2002,554,New Zealand,50,Natural capital,35.0851,,
2002,554,New Zealand,20,Energy,67.1368,,
2002,554,New Zealand,70,Transport,69.2454,,
2002,554,New Zealand,60,Information and Communication Technology (ICT),48.2308,,
2002,554,New Zealand,40,Institutions,94.1058,,
2002,554,New Zealand,80,Private sector,86.9678,,
2002,554,New Zealand,10,Structural Change,66.9041,,
2002,558,Nicaragua,0,Overall index: Productive capacities index,33.6765,,
2002,558,Nicaragua,30,Human capital,35.6764,,
2002,558,Nicaragua,50,Natural capital,43.2965,,
2002,558,Nicaragua,20,Energy,31.0902,,
2002,558,Nicaragua,70,Transport,37.8466,All indicators in the category have been imputed.,
2002,558,Nicaragua,60,Information and Communication Technology (ICT),12.4916,,
2002,558,Nicaragua,40,Institutions,45.0993,,
2002,558,Nicaragua,80,Private sector,34.0275,,
2002,558,Nicaragua,10,Structural Change,47.4798,,
2002,562,Niger,0,Overall index: Productive capacities index,15.1719,,
2002,562,Niger,30,Human capital,3.2316,,
2002,562,Niger,50,Natural capital,65.0191,,
2002,562,Niger,20,Energy,6.8871,,
2002,562,Niger,70,Transport,19.1031,At least half of the indicators in the category have been imputed.,
2002,562,Niger,60,Information and Communication Technology (ICT),3.0341,,
2002,562,Niger,40,Institutions,41.5723,,
2002,562,Niger,80,Private sector,28.4122,At least half of the indicators in the category have been imputed.,
2002,562,Niger,10,Structural Change,28.3393,,
2002,566,Nigeria,0,Overall index: Productive capacities index,20.9091,,
2002,566,Nigeria,30,Human capital,10.2161,,
2002,566,Nigeria,50,Natural capital,50.3004,,
2002,566,Nigeria,20,Energy,23.8486,,
2002,566,Nigeria,70,Transport,17.3886,,
2002,566,Nigeria,60,Information and Communication Technology (ICT),5.631,,
2002,566,Nigeria,40,Institutions,27.2743,,
