Year,Economy,Economy Label,TEU (Twenty foot Equivalent Unit),TEU (Twenty foot Equivalent Unit) Footnote,TEU (Twenty foot Equivalent Unit) Missing value
2013,604,"Peru",2064981,,
2013,608,"Philippines",5955137,,
2013,616,"Poland",1969530,,
2013,620,"Portugal",2353948,,
2013,630,"Puerto Rico",1269902,,
2013,634,"Qatar",390000,,
2013,410,"Republic of Korea",23463109,,
2013,638,"Reunion",213000,,
2013,642,"Romania",661124,,
2013,643,"Russian Federation",5065880,,
2013,662,"Saint Lucia",64415,,
2013,670,"Saint Vincent and the Grenadines",16826,,
2013,882,"Samoa",24006,,
2013,682,"Saudi Arabia",6757693,,
2013,686,"Senegal",454050,,
2013,702,"Singapore",32578700,,
2013,534,"Sint Maarten (Dutch part)",80655,,
2013,705,"Slovenia",600441,,
2013,710,"South Africa",4693942,,
2013,724,"Spain",13903835,,
2013,144,"Sri Lanka",4306206,,
2013,729,"Sudan",447495,,
2013,736,"Sudan (...2011)",,,"Not applicable"
2013,740,"Suriname",108020,,
2013,752,"Sweden",1455537,,
2013,760,"Syrian Arab Republic",194179,,
2013,764,"Thailand",8067988,,
2013,768,"Togo",311470,,
2013,780,"Trinidad and Tobago",574119,,
2013,788,"Tunisia",435718,,
2013,792,"Turkiye",7977820,,
2013,804,"Ukraine",787881,,
2013,784,"United Arab Emirates",18657222,,
2013,826,"United Kingdom",8248439,,
2013,834,"United Republic of Tanzania",553940,,
2013,840,"United States",42842910,,
2013,858,"Uruguay",826962,,
2013,862,"Venezuela (Bolivarian Rep. of)",1441673,,
2013,704,"Viet Nam",8035812,,
2013,887,"Yemen",290011,,
2013,251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",4936107,,
2013,926,"United Kingdom including Channel Islands and Isle of Man",8248439,,
2013,842,"United States of America including Puerto Rico and United States Virgin Islands",44112812,,
2013,5600,"Asia and Oceania",420671311,,
2013,5702,"Northern America and Europe",146004001,,
2013,5706,"Europe, Northern America, Australia and New Zealand",155973690,,
2013,5703,"Central and Southern Asia",20932560,,
2013,5704,"Eastern and South-Eastern Asia",345398757,,
2013,5705,"Western Asia and Northern Africa",56427564,,
2013,1400,"Developing economies",437445227,,
2013,1410,"Developing economies: Africa",27390638,,
2013,1420,"Developing economies: Americas",47074392,,
2013,1460,"Developing economies: Asia and Oceania",362980197,,
2013,1430,"Developing economies: Asia",362437543,,
2013,1450,"Developing economies: Oceania",542654,,
2013,1500,"Developed economies",203695115,,
2013,1520,"Developed economies: Americas",48103112,,
2013,1560,"Developed economies: Asia and Oceania",57691114,,
2013,1530,"Developed economies: Asia",47721425,,
2013,1550,"Developed economies: Oceania",9969689,,
2013,1540,"Developed economies: Europe",97900889,,
2013,1600,"Developing economies excluding China",260838083,,
2013,1601,"Developing economies excluding LDCs",430523371,,
2013,1610,"LDCs (Least developed countries)",6921856,,
2013,1614,"LDCs: Africa",4020850,,
2013,1612,"LDCs: Asia",2728490,,
2013,1615,"LDCs: Islands and Haiti",172516,,
2013,1640,"SIDS (Small island developing States) (UN-OHRLLS)",41449252,,
2013,1641,"SIDS: Atlantic and Indian Ocean",434410,,
2013,1642,"SIDS: Caribbean",7893488,,
2013,1643,"SIDS: Pacific",33121354,,
2013,2623,"Low-income developing economies",5075947,,
2013,2622,"Middle-income developing economies",73530438,,
2013,2621,"High-income developing economies",356748794,,
2013,2711,"BRICS",206152769,,
2013,3412,"European Union (2020 …)",83635698,,
2013,3916,"G20 (Group of Twenty)",377508460,,
2013,3919,"G-77 (Group of 77)",385336609,,
2013,3905,"OECD (Organisation for Economic Cooperation and Development)",215288010,,
2014,0000,"World",672058401,,
2014,5100,"Africa",29173485,,
2014,5110,"Northern Africa",13790152,,
2014,5120,"Sub-Saharan Africa",15383333,,
2014,5121,"Eastern Africa",3462335,,
2014,5122,"Middle Africa",2375791,,
2014,5123,"Southern Africa",4841379,,
2014,5124,"Western Africa",4703828,,
2014,5200,"Americas",97449183,,
2014,5210,"Northern America",50082606,,
2014,5220,"Latin America and the Caribbean",47366577,,
2014,5221,"Caribbean",7459124,,
2014,5222,"Central America",15430178,,
2014,5223,"South America",24477275,,
2014,5300,"Asia",432329489,,
2014,5330,"Eastern Asia",271104035,,
2014,5350,"South-eastern Asia",92642464,,
2014,5320,"Southern Asia",23171604,,
2014,5340,"Western Asia",45411386,,
2014,5400,"Europe",102356350,,
2014,5410,"Eastern Europe",8666874,,
2014,5420,"Northern Europe",16044900,,
2014,5430,"Southern Europe",35026166,,
2014,5440,"Western Europe",42618410,,
2014,5500,"Oceania",10749894,,
2014,008,"Albania",99350,,
2014,012,"Algeria",1660660,,
2014,024,"Angola",1141081,,
2014,028,"Antigua and Barbuda",14443,,
2014,032,"Argentina",1738744,,
2014,533,"Aruba",29628,,
2014,036,"Australia",7442016,,
2014,044,"Bahamas",1465283,,
2014,048,"Bahrain",442941,,
2014,050,"Bangladesh",1782007,,
2014,052,"Barbados",78432,,
2014,056,"Belgium",9895013,,
2014,084,"Belize",43593,,
2014,076,"Brazil",9436275,,
2014,100,"Bulgaria",195456,,
2014,132,"Cabo Verde",54112,,
2014,116,"Cambodia",330000,,
2014,120,"Cameroon",333555,,
2014,124,"Canada",5447571,,
2014,136,"Cayman Islands",46720,,
2014,152,"Chile",3957585,,
2014,156,"China",187291913,,
2014,344,"China, Hong Kong SAR",22300000,,
2014,158,"China, Taiwan Province of",15050514,,
2014,170,"Colombia",3409344,,
2014,178,"Congo",619892,,
2014,188,"Costa Rica",1298579,,
2014,384,"Cote d'Ivoire",991767,,
2014,191,"Croatia",211910,,
2014,192,"Cuba",230836,,
2014,531,"Curacao",89193,,
2014,196,"Cyprus",307878,,
2014,180,"Dem. Rep. of the Congo",73265,,
2014,208,"Denmark",750598,,
2014,262,"Djibouti",864027,,
2014,214,"Dominican Republic",1265132,,
2014,218,"Ecuador",1772533,,
2014,818,"Egypt",6979807,,
2014,222,"El Salvador",179577,,
2014,226,"Equatorial Guinea",10000,,
2014,233,"Estonia",261069,,
2014,246,"Finland",1426630,,
2014,250,"France",4424205,,
2014,254,"French Guiana",55109,,
2014,258,"French Polynesia",69296,,
2014,266,"Gabon",197998,,
2014,268,"Georgia",446972,,
2014,276,"Germany",15842604,,
2014,288,"Ghana",793582,,
2014,300,"Greece",3954322,,
2014,308,"Grenada",16100,,
2014,312,"Guadeloupe",183922,,
2014,316,"Guam",161337,,
2014,320,"Guatemala",1263476,,
2014,324,"Guinea",160160,,
2014,328,"Guyana",48735,,
2014,332,"Haiti",175307,,
2014,340,"Honduras",682857,,
2014,352,"Iceland",261732,,
2014,356,"India",11652174,,
2014,360,"Indonesia",11005059,,
2014,364,"Iran (Islamic Republic of)",2381922,,
2014,372,"Ireland",793102,,
2014,376,"Israel",2446000,,
2014,380,"Italy",10255753,,
2014,388,"Jamaica",1638113,,
2014,392,"Japan",21662814,,
2014,400,"Jordan",782000,,
2014,404,"Kenya",1012002,,
2014,428,"Latvia",392126,,
2014,422,"Lebanon",1210413,,
2014,434,"Libya",172340,,
2014,440,"Lithuania",450428,,
2014,458,"Malaysia",22366426,,
2014,470,"Malta",2924283,,
2014,474,"Martinique",171889,,
2014,480,"Mauritius",403001,,
2014,175,"Mayotte",52554,,
2014,484,"Mexico",5071720,,
2014,499,"Montenegro",39186,,
2014,504,"Morocco",4076488,,
2014,508,"Mozambique",277200,"Estimated",
2014,104,"Myanmar",716926,,
2014,516,"Namibia",253052,,
2014,528,"Netherlands (Kingdom of the)",12456588,,
2014,530,"Netherlands Antilles",,,"Not applicable"
2014,540,"New Caledonia",113000,,
2014,554,"New Zealand",2751167,,
2014,558,"Nicaragua",116312,,
2014,566,"Nigeria",1867409,,
2014,578,"Norway",728372,,
2014,512,"Oman",3364663,,
2014,586,"Pakistan",2447600,,
2014,591,"Panama",6774064,,
2014,598,"Papua New Guinea",,,"Not publishable"
2014,604,"Peru",2241216,,
2014,608,"Philippines",6216752,,
2014,616,"Poland",2139616,,
2014,620,"Portugal",2689296,,
2014,630,"Puerto Rico",1319961,,
2014,634,"Qatar",461863,,
2014,410,"Republic of Korea",24798794,,
2014,638,"Reunion",241000,,
2014,642,"Romania",668033,,
2014,643,"Russian Federation",4993427,,
2014,662,"Saint Lucia",41521,,
2014,670,"Saint Vincent and the Grenadines",16737,,
2014,882,"Samoa",28587,,
2014,682,"Saudi Arabia",6860353,,
2014,686,"Senegal",456000,,
2014,702,"Singapore",33869300,,
2014,534,"Sint Maarten (Dutch part)",82643,,
2014,705,"Slovenia",647033,,
2014,710,"South Africa",4588327,,
2014,724,"Spain",14205033,,
2014,144,"Sri Lanka",4907901,,
2014,729,"Sudan",434445,,
2014,736,"Sudan (...2011)",,,"Not applicable"
2014,740,"Suriname",108703,,
2014,752,"Sweden",1471086,,
2014,760,"Syrian Arab Republic",254520,,
2014,764,"Thailand",8664572,,
2014,768,"Togo",380798,,
2014,780,"Trinidad and Tobago",593264,,
2014,788,"Tunisia",466412,,
2014,792,"Turkiye",8351069,,
2014,804,"Ukraine",670342,,
2014,784,"United Arab Emirates",20186679,,
2014,826,"United Kingdom",9509757,,
2014,834,"United Republic of Tanzania",612551,,
2014,840,"United States",44635035,,
2014,858,"Uruguay",775651,,
2014,862,"Venezuela (Bolivarian Rep. of)",933380,,
2014,704,"Viet Nam",9473429,,
2014,887,"Yemen",296035,,
2014,251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",5128679,,
2014,926,"United Kingdom including Channel Islands and Isle of Man",9509757,,
2014,842,"United States of America including Puerto Rico and United States Virgin Islands",45954996,,
2014,5600,"Asia and Oceania",443079383,,
2014,5702,"Northern America and Europe",152438956,,
2014,5706,"Europe, Northern America, Australia and New Zealand",162632139,,
2014,5703,"Central and Southern Asia",23171604,,
2014,5704,"Eastern and South-Eastern Asia",363746499,,
2014,5705,"Western Asia and Northern Africa",59201538,,
2014,1400,"Developing economies",460210776,,
2014,1410,"Developing economies: Africa",29173485,,
2014,1420,"Developing economies: Americas",47366577,,
2014,1460,"Developing economies: Asia and Oceania",383670714,,
2014,1430,"Developing economies: Asia",383114003,,
2014,1450,"Developing economies: Oceania",556711,,
2014,1500,"Developed economies",211847625,,
2014,1520,"Developed economies: Americas",50082606,,
2014,1560,"Developed economies: Asia and Oceania",59408669,,
2014,1530,"Developed economies: Asia",49215486,,
2014,1550,"Developed economies: Oceania",10193183,,
2014,1540,"Developed economies: Europe",102356350,,
2014,1600,"Developing economies excluding China",272918863,,
2014,1601,"Developing economies excluding LDCs",452510974,,
2014,1610,"LDCs (Least developed countries)",7699802,,
2014,1614,"LDCs: Africa",4399527,,
2014,1612,"LDCs: Asia",3124968,,
2014,1615,"LDCs: Islands and Haiti",175307,,
2014,1640,"SIDS (Small island developing States) (UN-OHRLLS)",42543279,,
2014,1641,"SIDS: Atlantic and Indian Ocean",457113,,
2014,1642,"SIDS: Caribbean",7660155,,
2014,1643,"SIDS: Pacific",34426011,,
2014,2623,"Low-income developing economies",5653500,,
2014,2622,"Middle-income developing economies",78000160,,
2014,2621,"High-income developing economies",374371344,,
2014,2711,"BRICS",217962116,,
2014,3412,"European Union (2020 …)",87066536,,
2014,3916,"G20 (Group of Twenty)",395007610,,
2014,3919,"G-77 (Group of 77)",406374249,,
2014,3905,"OECD (Organisation for Economic Cooperation and Development)",224530531,,
2015,0000,"World",681934167,,
2015,5100,"Africa",29148429,,
2015,5110,"Northern Africa",13675182,,
2015,5120,"Sub-Saharan Africa",15473247,,
2015,5121,"Eastern Africa",3633183,,
2015,5122,"Middle Africa",1970652,,
2015,5123,"Southern Africa",4900025,,
2015,5124,"Western Africa",4969387,,
2015,5200,"Americas",100589330,,
2015,5210,"Northern America",52325510,,
2015,5220,"Latin America and the Caribbean",48263820,,
2015,5221,"Caribbean",7545918,,
2015,5222,"Central America",16137207,,
2015,5223,"South America",24580695,,
2015,5300,"Asia",440692143,,
2015,5330,"Eastern Asia",276686941,,
2015,5350,"South-eastern Asia",92908914,,
2015,5320,"Southern Asia",24457130,,
2015,5340,"Western Asia",46639158,,
2015,5400,"Europe",100270776,,
2015,5410,"Eastern Europe",6894777,,
2015,5420,"Northern Europe",16219962,,
2015,5430,"Southern Europe",35244405,,
2015,5440,"Western Europe",41911632,,
2015,5500,"Oceania",11233488,,
2015,008,"Albania",104000,,
2015,012,"Algeria",1694426,,
2015,024,"Angola",814965,,
2015,028,"Antigua and Barbuda",14949,,
2015,032,"Argentina",1734397,,
2015,533,"Aruba",35342,,
2015,036,"Australia",7731627,,
2015,044,"Bahamas",1468380,,
2015,048,"Bahrain",379817,,
2015,050,"Bangladesh",2066344,,
2015,052,"Barbados",86508,,
2015,056,"Belgium",10059579,,
2015,084,"Belize",48141,,
2015,076,"Brazil",9263315,,
2015,100,"Bulgaria",201050,,
2015,132,"Cabo Verde",52789,,
2015,116,"Cambodia",392000,,
2015,120,"Cameroon",379915,,
2015,124,"Canada",5828525,,
2015,136,"Cayman Islands",54607,,
2015,152,"Chile",3956842,,
2015,156,"China",195509165,,
2015,344,"China, Hong Kong SAR",20114000,,
2015,158,"China, Taiwan Province of",14491653,,
2015,170,"Colombia",3843103,,
2015,178,"Congo",571860,,
2015,188,"Costa Rica",1343841,,
2015,384,"Cote d'Ivoire",927379,,
2015,191,"Croatia",229279,,
2015,192,"Cuba",330713,,
2015,531,"Curacao",90016,,
2015,196,"Cyprus",308639,,
2015,180,"Dem. Rep. of the Congo",45000,,
2015,208,"Denmark",753643,,
2015,262,"Djibouti",910165,,
2015,214,"Dominican Republic",1367055,,
2015,218,"Ecuador",1866808,,
2015,818,"Egypt",6490063,,
2015,222,"El Salvador",190708,,
2015,226,"Equatorial Guinea",13212,,
2015,233,"Estonia",209154,,
2015,246,"Finland",1413646,,
2015,250,"France",4463203,,
2015,254,"French Guiana",53870,,
2015,258,"French Polynesia",69088,,
2015,266,"Gabon",145700,,
2015,268,"Georgia",276776,,
2015,276,"Germany",14988243,,
2015,288,"Ghana",840595,,
2015,300,"Greece",3736833,,
2015,308,"Grenada",16000,,
2015,312,"Guadeloupe",201948,,
2015,316,"Guam",171844,,
2015,320,"Guatemala",1350920,,
2015,324,"Guinea",169017,,
2015,328,"Guyana",52834,,
2015,332,"Haiti",178452,,
2015,340,"Honduras",743686,,
2015,352,"Iceland",277629,,
2015,356,"India",12318610,,
2015,360,"Indonesia",10080049,,
2015,364,"Iran (Islamic Republic of)",2180852,,
2015,372,"Ireland",860278,,
2015,376,"Israel",2522000,,
2015,380,"Italy",10211290,,
2015,388,"Jamaica",1653272,,
2015,392,"Japan",21094824,,
2015,400,"Jordan",758218,,
2015,404,"Kenya",1076118,,
2015,428,"Latvia",359420,,
2015,422,"Lebanon",1130284,,
2015,434,"Libya",,,"Not publishable"
2015,440,"Lithuania",392700,,
2015,458,"Malaysia",24012959,,
2015,470,"Malta",3120668,,
2015,474,"Martinique",159231,,
2015,480,"Mauritius",361109,,
2015,175,"Mayotte",61698,,
2015,484,"Mexico",5421307,,
2015,499,"Montenegro",24026,,
2015,504,"Morocco",3987251,,
2015,508,"Mozambique",335200,"Estimated",
2015,104,"Myanmar",827249,,
2015,516,"Namibia",237546,,
2015,528,"Netherlands (Kingdom of the)",12400607,,
2015,530,"Netherlands Antilles",,,"Not applicable"
2015,540,"New Caledonia",104000,,
2015,554,"New Zealand",2930886,,
2015,558,"Nicaragua",144718,,
2015,566,"Nigeria",1544183,,
2015,578,"Norway",735753,,
2015,512,"Oman",3105377,,
2015,586,"Pakistan",2706324,,
2015,591,"Panama",6893886,,
2015,598,"Papua New Guinea",193656,,
2015,604,"Peru",2158030,,
2015,608,"Philippines",7175424,,
2015,616,"Poland",1860908,,
2015,620,"Portugal",2739185,,
2015,630,"Puerto Rico",1210503,,
2015,634,"Qatar",568166,,
2015,410,"Republic of Korea",25477299,,
2015,638,"Reunion",249663,,
2015,642,"Romania",689012,,
2015,643,"Russian Federation",3662970,,
2015,662,"Saint Lucia",46585,,
2015,670,"Saint Vincent and the Grenadines",16342,,
2015,882,"Samoa",32387,,
2015,682,"Saudi Arabia",7793767,,
2015,686,"Senegal",529724,,
2015,702,"Singapore",30922300,,
2015,534,"Sint Maarten (Dutch part)",95190,,
2015,705,"Slovenia",790736,,
2015,710,"South Africa",4662479,,
2015,724,"Spain",14288388,,
2015,144,"Sri Lanka",5185000,,
2015,729,"Sudan",481815,,
2015,736,"Sudan (...2011)",,,"Not applicable"
2015,740,"Suriname",106014,,
2015,752,"Sweden",1457679,,
2015,760,"Syrian Arab Republic",236088,,
2015,764,"Thailand",8883542,,
2015,768,"Togo",905700,,
2015,780,"Trinidad and Tobago",520825,,
2015,788,"Tunisia",471248,,
2015,792,"Turkiye",8143635,,
2015,804,"Ukraine",480837,,
2015,784,"United Arab Emirates",21238293,,
2015,826,"United Kingdom",9760060,,
2015,834,"United Republic of Tanzania",639230,,
2015,840,"United States",46496985,,
2015,858,"Uruguay",811297,,
2015,862,"Venezuela (Bolivarian Rep. of)",734185,,
2015,704,"Viet Nam",10615391,,
2015,887,"Yemen",178098,,
2015,251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",5189613,,
2015,926,"United Kingdom including Channel Islands and Isle of Man",9760060,,
2015,842,"United States of America including Puerto Rico and United States Virgin Islands",47707488,,
2015,5600,"Asia and Oceania",451925631,,
2015,5702,"Northern America and Europe",152596286,,
2015,5706,"Europe, Northern America, Australia and New Zealand",163258799,,
2015,5703,"Central and Southern Asia",24457130,,
2015,5704,"Eastern and South-Eastern Asia",369595855,,
2015,5705,"Western Asia and Northern Africa",60314340,,
2015,1400,"Developing economies",469272605,,
2015,1410,"Developing economies: Africa",29148429,,
2015,1420,"Developing economies: Americas",48263820,,
2015,1460,"Developing economies: Asia and Oceania",391860356,,
2015,1430,"Developing economies: Asia",391289381,,
2015,1450,"Developing economies: Oceania",570975,,
2015,1500,"Developed economies",212661561,,
2015,1520,"Developed economies: Americas",52325510,,
2015,1560,"Developed economies: Asia and Oceania",60065275,,
2015,1530,"Developed economies: Asia",49402762,,
2015,1550,"Developed economies: Oceania",10662513,,
2015,1540,"Developed economies: Europe",100270776,,
2015,1600,"Developing economies excluding China",273763440,,
2015,1601,"Developing economies excluding LDCs",460799646,,
2015,1610,"LDCs (Least developed countries)",8472959,,
2015,1614,"LDCs: Africa",4830816,,
2015,1612,"LDCs: Asia",3463691,,
2015,1615,"LDCs: Islands and Haiti",178452,,
2015,1640,"SIDS (Small island developing States) (UN-OHRLLS)",39660080,,
2015,1641,"SIDS: Atlantic and Indian Ocean",413898,,
2015,1642,"SIDS: Caribbean",7752907,,
2015,1643,"SIDS: Pacific",31493275,,
2015,2623,"Low-income developing economies",6523721,,
2015,2622,"Middle-income developing economies",79328643,,
2015,2621,"High-income developing economies",381311484,,
2015,2711,"BRICS",225416539,,
2015,3412,"European Union (2020 …)",86260550,,
2015,3916,"G20 (Group of Twenty)",404641750,,
2015,3919,"G-77 (Group of 77)",418268234,,
2015,3905,"OECD (Organisation for Economic Cooperation and Development)",227276218,,
2016,0000,"World",698267716,,
2016,5100,"Africa",27721073,,
2016,5110,"Northern Africa",12905567,,
2016,5120,"Sub-Saharan Africa",14815506,,
2016,5121,"Eastern Africa",3833037,,
2016,5122,"Middle Africa",1724601,,
2016,5123,"Southern Africa",4557737,,
2016,5124,"Western Africa",4700131,,
2016,5200,"Americas",99750000,,
2016,5210,"Northern America",52668049,,
2016,5220,"Latin America and the Caribbean",47081951,,
2016,5221,"Caribbean",7307102,,
2016,5222,"Central America",15911558,,
2016,5223,"South America",23863291,,
2016,5300,"Asia",455750282,,
2016,5330,"Eastern Asia",284899380,,
2016,5350,"South-eastern Asia",95691705,,
2016,5320,"Southern Asia",27382091,,
2016,5340,"Western Asia",47777106,,
2016,5400,"Europe",103603073,,
2016,5410,"Eastern Europe",7103216,,
2016,5420,"Northern Europe",16912516,,
2016,5430,"Southern Europe",37055457,,
2016,5440,"Western Europe",42531884,,
2016,5500,"Oceania",11443288,,
2016,008,"Albania",118829,,
2016,012,"Algeria",1832268,,
2016,024,"Angola",572298,,
2016,028,"Antigua and Barbuda",16193,,
2016,032,"Argentina",1713267,,
2016,533,"Aruba",31323,,
2016,036,"Australia",7830344,,
2016,044,"Bahamas",1261778,,
2016,048,"Bahrain",424602,,
2016,050,"Bangladesh",2387953,,
2016,052,"Barbados",105321,,
2016,056,"Belgium",10321506,,
2016,084,"Belize",46040,,
2016,076,"Brazil",8804079,,
2016,100,"Bulgaria",206111,,
2016,132,"Cabo Verde",62112,,
2016,116,"Cambodia",400187,,
2016,120,"Cameroon",370000,,
2016,124,"Canada",5727822,,
2016,136,"Cayman Islands",60718,,
2016,152,"Chile",4170283,,
2016,156,"China",202830580,,
2016,344,"China, Hong Kong SAR",19580000,,
2016,158,"China, Taiwan Province of",14865306,,
2016,170,"Colombia",3452348,,
2016,178,"Congo",562889,,
2016,188,"Costa Rica",1338979,,
2016,384,"Cote d'Ivoire",885750,,
2016,191,"Croatia",246596,,
2016,192,"Cuba",325319,,
2016,531,"Curacao",98278,,
2016,196,"Cyprus",360841,,
2016,180,"Dem. Rep. of the Congo",59133,,
2016,208,"Denmark",715076,,
2016,262,"Djibouti",987400,,
2016,214,"Dominican Republic",1486227,,
2016,218,"Ecuador",1907090,,
2016,818,"Egypt",5887541,,
2016,222,"El Salvador",202165,,
2016,226,"Equatorial Guinea",14281,,
2016,233,"Estonia",204177,,
2016,246,"Finland",1509479,,
2016,250,"France",4471870,,
2016,254,"French Guiana",56953,,
2016,258,"French Polynesia",77295,,
2016,266,"Gabon",146000,,
2016,268,"Georgia",251011,,
2016,276,"Germany",15126366,,
2016,288,"Ghana",942463,,
2016,300,"Greece",4088425,,
2016,308,"Grenada",19634,,
2016,312,"Guadeloupe",212000,,
2016,316,"Guam",198209,,
2016,320,"Guatemala",1470101,,
2016,324,"Guinea",176167,,
2016,328,"Guyana",50476,,
2016,332,"Haiti",176879,,
2016,340,"Honduras",756641,,
2016,352,"Iceland",308660,,
2016,356,"India",13724110,,
2016,360,"Indonesia",10608853,,
2016,364,"Iran (Islamic Republic of)",2462028,,
2016,372,"Ireland",916833,,
2016,376,"Israel",2711000,,
2016,380,"Italy",10589293,,
2016,388,"Jamaica",1567442,,
2016,392,"Japan",21678076,,
2016,400,"Jordan",792841,,
2016,404,"Kenya",1091000,,
2016,428,"Latvia",388260,,
2016,422,"Lebanon",1147219,,
2016,434,"Libya",124050,,
2016,440,"Lithuania",443000,,
2016,458,"Malaysia",24569452,,
2016,470,"Malta",3151939,,
2016,474,"Martinique",153453,,
2016,480,"Mauritius",388514,,
2016,175,"Mayotte",63660,,
2016,484,"Mexico",5678854,,
2016,499,"Montenegro",30211,,
2016,504,"Morocco",4106683,,
2016,508,"Mozambique",,,"Not publishable"
2016,104,"Myanmar",1026216,,
2016,516,"Namibia",203071,,
2016,528,"Netherlands (Kingdom of the)",12612142,,
2016,530,"Netherlands Antilles",,,"Not applicable"
2016,540,"New Caledonia",108500,,
2016,554,"New Zealand",3000696,,
2016,558,"Nicaragua",156900,,
2016,566,"Nigeria",1272000,,
2016,578,"Norway",716916,,
2016,512,"Oman",3943846,,
2016,586,"Pakistan",3074000,,
2016,591,"Panama",6261878,,
2016,598,"Papua New Guinea",,,"Not publishable"
2016,604,"Peru",2321062,,
2016,608,"Philippines",7560607,,
2016,616,"Poland",2032761,,
2016,620,"Portugal",2912946,,
2016,630,"Puerto Rico",1210500,,
2016,634,"Qatar",527952,,
2016,410,"Republic of Korea",25945418,,
2016,638,"Reunion",324673,,
2016,642,"Romania",711339,,
2016,643,"Russian Federation",3472382,,
2016,662,"Saint Lucia",38383,,
2016,670,"Saint Vincent and the Grenadines",18236,,
2016,882,"Samoa",34588,,
2016,682,"Saudi Arabia",7683202,,
2016,686,"Senegal",540000,,
2016,702,"Singapore",30903600,,
2016,534,"Sint Maarten (Dutch part)",97991,,
2016,705,"Slovenia",844000,,
2016,710,"South Africa",4354666,,
2016,724,"Spain",15073218,,
2016,144,"Sri Lanka",5734000,,
2016,729,"Sudan",465355,,
2016,736,"Sudan (...2011)",,,"Not applicable"
2016,740,"Suriname",98652,,
2016,752,"Sweden",1509886,,
2016,760,"Syrian Arab Republic",253415,,
2016,764,"Thailand",9340560,,
2016,768,"Togo",821639,,
2016,780,"Trinidad and Tobago",427427,,
2016,788,"Tunisia",489670,,
2016,792,"Turkiye",8760769,,
2016,804,"Ukraine",680623,,
2016,784,"United Arab Emirates",20652200,,
2016,826,"United Kingdom",10200229,,
2016,834,"United Republic of Tanzania",630290,,
2016,840,"United States",46940227,,
2016,858,"Uruguay",888119,,
2016,862,"Venezuela (Bolivarian Rep. of)",400962,,
2016,704,"Viet Nam",11282230,,
2016,887,"Yemen",268208,,
2016,251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",5282609,,
2016,926,"United Kingdom including Channel Islands and Isle of Man",10200229,,
2016,842,"United States of America including Puerto Rico and United States Virgin Islands",48150727,,
2016,5600,"Asia and Oceania",467193570,,
2016,5702,"Northern America and Europe",156271122,,
2016,5706,"Europe, Northern America, Australia and New Zealand",167102162,,
2016,5703,"Central and Southern Asia",27382091,,
2016,5704,"Eastern and South-Eastern Asia",380591085,,
2016,5705,"Western Asia and Northern Africa",60682673,,
2016,1400,"Developing economies",480470219,,
2016,1410,"Developing economies: Africa",27721073,,
2016,1420,"Developing economies: Americas",47081951,,
2016,1460,"Developing economies: Asia and Oceania",405667195,,
2016,1430,"Developing economies: Asia",405054947,,
2016,1450,"Developing economies: Oceania",612248,,
2016,1500,"Developed economies",217797497,,
2016,1520,"Developed economies: Americas",52668049,,
2016,1560,"Developed economies: Asia and Oceania",61526375,,
2016,1530,"Developed economies: Asia",50695335,,
2016,1550,"Developed economies: Oceania",10831040,,
2016,1540,"Developed economies: Europe",103603073,,
2016,1600,"Developing economies excluding China",277639639,,
2016,1601,"Developing economies excluding LDCs",471610994,,
2016,1610,"LDCs (Least developed countries)",8859225,,
2016,1614,"LDCs: Africa",4599782,,
2016,1612,"LDCs: Asia",4082564,,
2016,1615,"LDCs: Islands and Haiti",176879,,
2016,1640,"SIDS (Small island developing States) (UN-OHRLLS)",39468744,,
2016,1641,"SIDS: Atlantic and Indian Ocean",450626,,
2016,1642,"SIDS: Caribbean",7502270,,
2016,1643,"SIDS: Pacific",31515848,,
2016,2623,"Low-income developing economies",7121923,,
2016,2622,"Middle-income developing economies",81906977,,
2016,2621,"High-income developing economies",389221871,,
2016,2711,"BRICS",233185817,,
2016,3412,"European Union (2020 …)",89246803,,
2016,3916,"G20 (Group of Twenty)",416140407,,
2016,3919,"G-77 (Group of 77)",428640726,,
2016,3905,"OECD (Organisation for Economic Cooperation and Development)",233030598,,
2017,0000,"World",743316288,,
2017,5100,"Africa",29682738,,
2017,5110,"Northern Africa",13646994,,
2017,5120,"Sub-Saharan Africa",16035744,,
2017,5121,"Eastern Africa",3905301,,
2017,5122,"Middle Africa",1993165,,
2017,5123,"Southern Africa",4769609,,
2017,5124,"Western Africa",5367669,,
2017,5200,"Americas",106876103,,
2017,5210,"Northern America",56580153,,
2017,5220,"Latin America and the Caribbean",50295950,,
2017,5221,"Caribbean",7343959,,
2017,5222,"Central America",17425990,,
2017,5223,"South America",25526001,,
2017,5300,"Asia",485328621,,
2017,5330,"Eastern Asia",304600719,,
2017,5350,"South-eastern Asia",100775221,,
2017,5320,"Southern Asia",30609138,,
2017,5340,"Western Asia",49343543,,
2017,5400,"Europe",109645552,,
2017,5410,"Eastern Europe",8337295,,
2017,5420,"Northern Europe",17471729,,
2017,5430,"Southern Europe",38931783,,
2017,5440,"Western Europe",44904745,,
2017,5500,"Oceania",11783274,,
