Year,Economy,Economy Label,Index,Index Label,Index Base 2015,Index Base 2015 Footnote,Index Base 2015 Missing value
2007,092,"British Virgin Islands",5,"Unit value index of exports",73.6661,,
2007,092,"British Virgin Islands",6,"Unit value index of imports",99.1165,,
2007,092,"British Virgin Islands",7,"Terms of trade index",74.3227,,
2007,092,"British Virgin Islands",8,"Purchasing power index of exports",155.5238,,
2007,096,"Brunei Darussalam",1,"Value index of exports",120.7342,,
2007,096,"Brunei Darussalam",2,"Value index of imports",47.0525,,
2007,096,"Brunei Darussalam",3,"Volume index of exports",83.2159,,
2007,096,"Brunei Darussalam",4,"Volume index of imports",49.0673,,
2007,096,"Brunei Darussalam",5,"Unit value index of exports",145.0854,,
2007,096,"Brunei Darussalam",6,"Unit value index of imports",95.8937,,
2007,096,"Brunei Darussalam",7,"Terms of trade index",151.2981,,
2007,096,"Brunei Darussalam",8,"Purchasing power index of exports",125.9041,,
2007,100,"Bulgaria",1,"Value index of exports",72.9901,,
2007,100,"Bulgaria",2,"Value index of imports",102.588,,
2007,100,"Bulgaria",3,"Volume index of exports",66.6847,,
2007,100,"Bulgaria",4,"Volume index of imports",87.5767,,
2007,100,"Bulgaria",5,"Unit value index of exports",109.4554,,
2007,100,"Bulgaria",6,"Unit value index of imports",117.1408,,
2007,100,"Bulgaria",7,"Terms of trade index",93.4392,,
2007,100,"Bulgaria",8,"Purchasing power index of exports",62.3097,,
2007,854,"Burkina Faso",1,"Value index of exports",28.4296,,
2007,854,"Burkina Faso",2,"Value index of imports",54.5565,,
2007,854,"Burkina Faso",3,"Volume index of exports",35.8511,,
2007,854,"Burkina Faso",4,"Volume index of imports",57.1788,,
2007,854,"Burkina Faso",5,"Unit value index of exports",79.299,,
2007,854,"Burkina Faso",6,"Unit value index of imports",95.414,,
2007,854,"Burkina Faso",7,"Terms of trade index",83.1104,,
2007,854,"Burkina Faso",8,"Purchasing power index of exports",29.796,,
2007,108,"Burundi",1,"Value index of exports",49.0515,,
2007,108,"Burundi",2,"Value index of imports",37.0984,,
2007,108,"Burundi",3,"Volume index of exports",60.5175,,
2007,108,"Burundi",4,"Volume index of imports",38.5566,,
2007,108,"Burundi",5,"Unit value index of exports",81.0534,,
2007,108,"Burundi",6,"Unit value index of imports",96.2181,,
2007,108,"Burundi",7,"Terms of trade index",84.2393,,
2007,108,"Burundi",8,"Purchasing power index of exports",50.9795,,
2007,132,"Cabo Verde",1,"Value index of exports",28.6918,,
2007,132,"Cabo Verde",2,"Value index of imports",125.1655,,
2007,132,"Cabo Verde",3,"Volume index of exports",35.036,,
2007,132,"Cabo Verde",4,"Volume index of imports",130.0396,,
2007,132,"Cabo Verde",5,"Unit value index of exports",81.8923,,
2007,132,"Cabo Verde",6,"Unit value index of imports",96.2519,,
2007,132,"Cabo Verde",7,"Terms of trade index",85.0813,,
2007,132,"Cabo Verde",8,"Purchasing power index of exports",29.809,,
2007,116,"Cambodia",1,"Value index of exports",47.7927,,
2007,116,"Cambodia",2,"Value index of imports",40.6483,,
2007,116,"Cambodia",3,"Volume index of exports",54.1836,,
2007,116,"Cambodia",4,"Volume index of imports",43.2834,,
2007,116,"Cambodia",5,"Unit value index of exports",88.2051,,
2007,116,"Cambodia",6,"Unit value index of imports",93.9121,,
2007,116,"Cambodia",7,"Terms of trade index",93.9231,,
2007,116,"Cambodia",8,"Purchasing power index of exports",50.8909,,
2007,120,"Cameroon",1,"Value index of exports",103.4088,,
2007,120,"Cameroon",2,"Value index of imports",76.9047,,
2007,120,"Cameroon",3,"Volume index of exports",94.3033,,
2007,120,"Cameroon",4,"Volume index of imports",77.5608,,
2007,120,"Cameroon",5,"Unit value index of exports",109.6555,,
2007,120,"Cameroon",6,"Unit value index of imports",99.154,,
2007,120,"Cameroon",7,"Terms of trade index",110.591,,
2007,120,"Cameroon",8,"Purchasing power index of exports",104.291,,
2007,124,"Canada",1,"Value index of exports",102.5925,,
2007,124,"Canada",2,"Value index of imports",90.7153,,
2007,124,"Canada",3,"Volume index of exports",89.7432,,
2007,124,"Canada",4,"Volume index of imports",89.1053,,
2007,124,"Canada",5,"Unit value index of exports",114.3178,,
2007,124,"Canada",6,"Unit value index of imports",101.8069,,
2007,124,"Canada",7,"Terms of trade index",112.2889,,
2007,124,"Canada",8,"Purchasing power index of exports",100.7717,,
2007,136,"Cayman Islands",1,"Value index of exports",33.737,,
2007,136,"Cayman Islands",2,"Value index of imports",127.8861,,
2007,136,"Cayman Islands",3,"Volume index of exports",36.757,,
2007,136,"Cayman Islands",4,"Volume index of imports",130.547,,
2007,136,"Cayman Islands",5,"Unit value index of exports",91.7839,,
2007,136,"Cayman Islands",6,"Unit value index of imports",97.9617,,
2007,136,"Cayman Islands",7,"Terms of trade index",93.6936,,
2007,136,"Cayman Islands",8,"Purchasing power index of exports",34.439,,
2007,140,"Central African Republic",1,"Value index of exports",210.144,,
2007,140,"Central African Republic",2,"Value index of imports",72.1317,,
2007,140,"Central African Republic",3,"Volume index of exports",208.6406,,
2007,140,"Central African Republic",4,"Volume index of imports",78.7855,,
2007,140,"Central African Republic",5,"Unit value index of exports",100.7206,,
2007,140,"Central African Republic",6,"Unit value index of imports",91.5544,,
2007,140,"Central African Republic",7,"Terms of trade index",110.0117,,
2007,140,"Central African Republic",8,"Purchasing power index of exports",229.5291,,
2007,148,"Chad",1,"Value index of exports",151.6402,,
2007,148,"Chad",2,"Value index of imports",48.1805,,
2007,148,"Chad",3,"Volume index of exports",115.18,,
2007,148,"Chad",4,"Volume index of imports",52.6952,,
2007,148,"Chad",5,"Unit value index of exports",131.655,,
2007,148,"Chad",6,"Unit value index of imports",91.4324,,
2007,148,"Chad",7,"Terms of trade index",143.9917,,
2007,148,"Chad",8,"Purchasing power index of exports",165.8496,,
2007,152,"Chile",1,"Value index of exports",109.5696,,
2007,152,"Chile",2,"Value index of imports",75.5977,,
2007,152,"Chile",3,"Volume index of exports",94.1434,,
2007,152,"Chile",4,"Volume index of imports",69.4102,,
2007,152,"Chile",5,"Unit value index of exports",116.3858,,
2007,152,"Chile",6,"Unit value index of imports",108.9145,,
2007,152,"Chile",7,"Terms of trade index",106.8598,,
2007,152,"Chile",8,"Purchasing power index of exports",100.6015,,
2007,156,"China",1,"Value index of exports",53.6826,,
2007,156,"China",2,"Value index of imports",56.9264,,
2007,156,"China",3,"Volume index of exports",61.3284,,
2007,156,"China",4,"Volume index of imports",61.0619,,
2007,156,"China",5,"Unit value index of exports",87.533,,
2007,156,"China",6,"Unit value index of imports",93.2273,,
2007,156,"China",7,"Terms of trade index",93.892,,
2007,156,"China",8,"Purchasing power index of exports",57.5824,,
2007,344,"China, Hong Kong SAR",1,"Value index of exports",68.4418,,
2007,344,"China, Hong Kong SAR",2,"Value index of imports",66.2406,,
2007,344,"China, Hong Kong SAR",3,"Volume index of exports",84.7278,,
2007,344,"China, Hong Kong SAR",4,"Volume index of imports",82.4212,,
2007,344,"China, Hong Kong SAR",5,"Unit value index of exports",80.7785,,
2007,344,"China, Hong Kong SAR",6,"Unit value index of imports",80.3684,,
2007,344,"China, Hong Kong SAR",7,"Terms of trade index",100.5103,,
2007,344,"China, Hong Kong SAR",8,"Purchasing power index of exports",85.1601,,
2007,446,"China, Macao SAR",1,"Value index of exports",189.8898,,
2007,446,"China, Macao SAR",2,"Value index of imports",57.0106,,
2007,446,"China, Macao SAR",3,"Volume index of exports",206.0636,,
2007,446,"China, Macao SAR",4,"Volume index of imports",60.2709,,
2007,446,"China, Macao SAR",5,"Unit value index of exports",92.151,,
2007,446,"China, Macao SAR",6,"Unit value index of imports",94.5907,,
2007,446,"China, Macao SAR",7,"Terms of trade index",97.4209,,
2007,446,"China, Macao SAR",8,"Purchasing power index of exports",200.749,,
2007,158,"China, Taiwan Province of",1,"Value index of exports",86.4491,,
2007,158,"China, Taiwan Province of",2,"Value index of imports",92.4258,,
2007,158,"China, Taiwan Province of",3,"Volume index of exports",76.831,,
2007,158,"China, Taiwan Province of",4,"Volume index of imports",87.239,,
2007,158,"China, Taiwan Province of",5,"Unit value index of exports",112.5185,,
2007,158,"China, Taiwan Province of",6,"Unit value index of imports",105.9455,,
2007,158,"China, Taiwan Province of",7,"Terms of trade index",106.2042,,
2007,158,"China, Taiwan Province of",8,"Purchasing power index of exports",81.5977,,
2007,170,"Colombia",1,"Value index of exports",84.0313,,
2007,170,"Colombia",2,"Value index of imports",60.8555,,
2007,170,"Colombia",3,"Volume index of exports",68.5855,,
2007,170,"Colombia",4,"Volume index of imports",62.101,,
2007,170,"Colombia",5,"Unit value index of exports",122.5204,,
2007,170,"Colombia",6,"Unit value index of imports",97.9945,,
2007,170,"Colombia",7,"Terms of trade index",125.0278,,
2007,170,"Colombia",8,"Purchasing power index of exports",85.751,,
2007,174,"Comoros",1,"Value index of exports",81.9013,,
2007,174,"Comoros",2,"Value index of imports",63.9708,,
2007,174,"Comoros",3,"Volume index of exports",116.0678,,
2007,174,"Comoros",4,"Volume index of imports",71.4409,,
2007,174,"Comoros",5,"Unit value index of exports",70.5633,,
2007,174,"Comoros",6,"Unit value index of imports",89.5437,,
2007,174,"Comoros",7,"Terms of trade index",78.8032,,
2007,174,"Comoros",8,"Purchasing power index of exports",91.4651,,
2007,178,"Congo",1,"Value index of exports",73.053,,
2007,178,"Congo",2,"Value index of imports",37.2904,,
2007,178,"Congo",3,"Volume index of exports",63.575,,
2007,178,"Congo",4,"Volume index of imports",41.8119,,
2007,178,"Congo",5,"Unit value index of exports",114.9084,,
2007,178,"Congo",6,"Unit value index of imports",89.1861,,
2007,178,"Congo",7,"Terms of trade index",128.8411,,
2007,178,"Congo",8,"Purchasing power index of exports",81.9108,,
2007,184,"Cook Islands",1,"Value index of exports",36.3336,,
2007,184,"Cook Islands",2,"Value index of imports",86.8205,,
2007,184,"Cook Islands",3,"Volume index of exports",43.8739,,
2007,184,"Cook Islands",4,"Volume index of imports",89.5235,,
2007,184,"Cook Islands",5,"Unit value index of exports",82.8135,,
2007,184,"Cook Islands",6,"Unit value index of imports",96.9807,,
2007,184,"Cook Islands",7,"Terms of trade index",85.3918,,
2007,184,"Cook Islands",8,"Purchasing power index of exports",37.4647,,
2007,188,"Costa Rica",1,"Value index of exports",99.1026,,
2007,188,"Costa Rica",2,"Value index of imports",79.5933,,
2007,188,"Costa Rica",3,"Volume index of exports",111.9054,,
2007,188,"Costa Rica",4,"Volume index of imports",80.1721,,
2007,188,"Costa Rica",5,"Unit value index of exports",88.5593,,
2007,188,"Costa Rica",6,"Unit value index of imports",99.2781,,
2007,188,"Costa Rica",7,"Terms of trade index",89.2032,,
2007,188,"Costa Rica",8,"Purchasing power index of exports",99.8232,,
2007,384,"Cote d'Ivoire",1,"Value index of exports",73.9957,,
2007,384,"Cote d'Ivoire",2,"Value index of imports",63.194,,
2007,384,"Cote d'Ivoire",3,"Volume index of exports",84.8282,,
2007,384,"Cote d'Ivoire",4,"Volume index of imports",63.0593,,
2007,384,"Cote d'Ivoire",5,"Unit value index of exports",87.23,,
2007,384,"Cote d'Ivoire",6,"Unit value index of imports",100.2137,,
2007,384,"Cote d'Ivoire",7,"Terms of trade index",87.044,,
2007,384,"Cote d'Ivoire",8,"Purchasing power index of exports",73.8379,,
2007,191,"Croatia",1,"Value index of exports",95.6617,,
2007,191,"Croatia",2,"Value index of imports",125.6089,,
2007,191,"Croatia",3,"Volume index of exports",85.4658,,
2007,191,"Croatia",4,"Volume index of imports",112.7648,,
2007,191,"Croatia",5,"Unit value index of exports",111.9298,,
2007,191,"Croatia",6,"Unit value index of imports",111.3902,,
2007,191,"Croatia",7,"Terms of trade index",100.4844,,
2007,191,"Croatia",8,"Purchasing power index of exports",85.8798,,
2007,192,"Cuba",1,"Value index of exports",118.8387,,
2007,192,"Cuba",2,"Value index of imports",93.0226,,
2007,192,"Cuba",3,"Volume index of exports",96.2291,,
2007,192,"Cuba",4,"Volume index of imports",94.5477,,
2007,192,"Cuba",5,"Unit value index of exports",123.4955,,
2007,192,"Cuba",6,"Unit value index of imports",98.3869,,
2007,192,"Cuba",7,"Terms of trade index",125.5203,,
2007,192,"Cuba",8,"Purchasing power index of exports",120.787,,
2007,196,"Cyprus",1,"Value index of exports",42.3025,,
2007,196,"Cyprus",2,"Value index of imports",122.6592,,
2007,196,"Cyprus",3,"Volume index of exports",33.5802,,
2007,196,"Cyprus",4,"Volume index of imports",106.8749,,
2007,196,"Cyprus",5,"Unit value index of exports",125.9747,,
2007,196,"Cyprus",6,"Unit value index of imports",114.769,,
2007,196,"Cyprus",7,"Terms of trade index",109.7637,,
2007,196,"Cyprus",8,"Purchasing power index of exports",36.8588,,
2007,203,"Czechia",1,"Value index of exports",77.5907,,
2007,203,"Czechia",2,"Value index of imports",83.5921,,
2007,203,"Czechia",3,"Volume index of exports",75.7202,,
2007,203,"Czechia",4,"Volume index of imports",83.6942,,
2007,203,"Czechia",5,"Unit value index of exports",102.4702,,
2007,203,"Czechia",6,"Unit value index of imports",99.878,,
2007,203,"Czechia",7,"Terms of trade index",102.5954,,
2007,203,"Czechia",8,"Purchasing power index of exports",77.6854,,
2007,408,"Dem. People's Rep. of Korea",1,"Value index of exports",41.6615,,
2007,408,"Dem. People's Rep. of Korea",2,"Value index of imports",63.0274,,
2007,408,"Dem. People's Rep. of Korea",3,"Volume index of exports",42.9455,,
2007,408,"Dem. People's Rep. of Korea",4,"Volume index of imports",70.9392,,
2007,408,"Dem. People's Rep. of Korea",5,"Unit value index of exports",97.0102,,
2007,408,"Dem. People's Rep. of Korea",6,"Unit value index of imports",88.847,,
2007,408,"Dem. People's Rep. of Korea",7,"Terms of trade index",109.1879,,
2007,408,"Dem. People's Rep. of Korea",8,"Purchasing power index of exports",46.8913,,
2007,180,"Dem. Rep. of the Congo",1,"Value index of exports",35.6885,,
2007,180,"Dem. Rep. of the Congo",2,"Value index of imports",41.9108,,
2007,180,"Dem. Rep. of the Congo",3,"Volume index of exports",31.7558,,
2007,180,"Dem. Rep. of the Congo",4,"Volume index of imports",45.1269,,
2007,180,"Dem. Rep. of the Congo",5,"Unit value index of exports",112.3842,,
2007,180,"Dem. Rep. of the Congo",6,"Unit value index of imports",92.8732,,
2007,180,"Dem. Rep. of the Congo",7,"Terms of trade index",121.0082,,
2007,180,"Dem. Rep. of the Congo",8,"Purchasing power index of exports",38.4271,,
2007,208,"Denmark",1,"Value index of exports",108.0811,,
2007,208,"Denmark",2,"Value index of imports",114.4869,,
2007,208,"Denmark",3,"Volume index of exports",103.7573,,
2007,208,"Denmark",4,"Volume index of imports",110.274,,
2007,208,"Denmark",5,"Unit value index of exports",104.1672,,
2007,208,"Denmark",6,"Unit value index of imports",103.8204,,
2007,208,"Denmark",7,"Terms of trade index",100.334,,
2007,208,"Denmark",8,"Purchasing power index of exports",104.1038,,
2007,262,"Djibouti",1,"Value index of exports",46.3599,,
2007,262,"Djibouti",2,"Value index of imports",54.6857,,
2007,262,"Djibouti",3,"Volume index of exports",48.9055,,
2007,262,"Djibouti",4,"Volume index of imports",61.0725,,
2007,262,"Djibouti",5,"Unit value index of exports",94.7949,,
2007,262,"Djibouti",6,"Unit value index of imports",89.5422,,
2007,262,"Djibouti",7,"Terms of trade index",105.8662,,
2007,262,"Djibouti",8,"Purchasing power index of exports",51.7744,,
2007,212,"Dominica",1,"Value index of exports",122.1632,,
2007,212,"Dominica",2,"Value index of imports",93.7245,,
2007,212,"Dominica",3,"Volume index of exports",131.4277,,
2007,212,"Dominica",4,"Volume index of imports",99.5003,,
2007,212,"Dominica",5,"Unit value index of exports",92.9509,,
2007,212,"Dominica",6,"Unit value index of imports",94.1952,,
2007,212,"Dominica",7,"Terms of trade index",98.6791,,
2007,212,"Dominica",8,"Purchasing power index of exports",129.6916,,
2007,214,"Dominican Republic",1,"Value index of exports",75.8351,,
2007,214,"Dominican Republic",2,"Value index of imports",80.4247,,
2007,214,"Dominican Republic",3,"Volume index of exports",79.166,,
2007,214,"Dominican Republic",4,"Volume index of imports",82.3687,,
2007,214,"Dominican Republic",5,"Unit value index of exports",95.7926,,
2007,214,"Dominican Republic",6,"Unit value index of imports",97.6399,,
2007,214,"Dominican Republic",7,"Terms of trade index",98.108,,
2007,214,"Dominican Republic",8,"Purchasing power index of exports",77.6682,,
2007,218,"Ecuador",1,"Value index of exports",78.1262,,
2007,218,"Ecuador",2,"Value index of imports",64.5668,,
2007,218,"Ecuador",3,"Volume index of exports",77.1743,,
2007,218,"Ecuador",4,"Volume index of imports",72.5948,,
2007,218,"Ecuador",5,"Unit value index of exports",101.2335,,
2007,218,"Ecuador",6,"Unit value index of imports",88.9414,,
2007,218,"Ecuador",7,"Terms of trade index",113.8204,,
2007,218,"Ecuador",8,"Purchasing power index of exports",87.8401,,
2007,818,"Egypt",1,"Value index of exports",89.3301,,
2007,818,"Egypt",2,"Value index of imports",56.5328,,
2007,818,"Egypt",3,"Volume index of exports",87.5703,,
2007,818,"Egypt",4,"Volume index of imports",58.8907,,
2007,818,"Egypt",5,"Unit value index of exports",102.0095,,
2007,818,"Egypt",6,"Unit value index of imports",95.9962,,
2007,818,"Egypt",7,"Terms of trade index",106.2641,,
2007,818,"Egypt",8,"Purchasing power index of exports",93.0558,,
2007,222,"El Salvador",1,"Value index of exports",72.871,,
2007,222,"El Salvador",2,"Value index of imports",85.6919,,
2007,222,"El Salvador",3,"Volume index of exports",94.4225,,
2007,222,"El Salvador",4,"Volume index of imports",93.8852,,
2007,222,"El Salvador",5,"Unit value index of exports",77.1755,,
2007,222,"El Salvador",6,"Unit value index of imports",91.273,,
2007,222,"El Salvador",7,"Terms of trade index",84.5545,,
2007,222,"El Salvador",8,"Purchasing power index of exports",79.8385,,
2007,226,"Equatorial Guinea",1,"Value index of exports",159.1643,,
2007,226,"Equatorial Guinea",2,"Value index of imports",77.2679,,
2007,226,"Equatorial Guinea",3,"Volume index of exports",114.8582,,
2007,226,"Equatorial Guinea",4,"Volume index of imports",92.4044,,
2007,226,"Equatorial Guinea",5,"Unit value index of exports",138.5747,,
2007,226,"Equatorial Guinea",6,"Unit value index of imports",83.6193,,
2007,226,"Equatorial Guinea",7,"Terms of trade index",165.721,,
2007,226,"Equatorial Guinea",8,"Purchasing power index of exports",190.3441,,
2007,232,"Eritrea",1,"Value index of exports",2.5906,,
2007,232,"Eritrea",2,"Value index of imports",48.2161,,
2007,232,"Eritrea",3,"Volume index of exports",2.3569,,
2007,232,"Eritrea",4,"Volume index of imports",54.3828,,
2007,232,"Eritrea",5,"Unit value index of exports",109.9173,,
2007,232,"Eritrea",6,"Unit value index of imports",88.6606,,
2007,232,"Eritrea",7,"Terms of trade index",123.9753,,
2007,232,"Eritrea",8,"Purchasing power index of exports",2.9219,,
2007,233,"Estonia",1,"Value index of exports",85.7746,,
2007,233,"Estonia",2,"Value index of imports",107.9611,,
2007,233,"Estonia",3,"Volume index of exports",78.3919,,
2007,233,"Estonia",4,"Volume index of imports",101.7685,,
2007,233,"Estonia",5,"Unit value index of exports",109.4177,,
2007,233,"Estonia",6,"Unit value index of imports",106.085,,
2007,233,"Estonia",7,"Terms of trade index",103.1416,,
2007,233,"Estonia",8,"Purchasing power index of exports",80.8546,,
2007,748,"Eswatini",1,"Value index of exports",104.0263,,
2007,748,"Eswatini",2,"Value index of imports",131.4866,,
2007,748,"Eswatini",3,"Volume index of exports",121.2614,,
2007,748,"Eswatini",4,"Volume index of imports",137.0139,,
2007,748,"Eswatini",5,"Unit value index of exports",85.7868,,
2007,748,"Eswatini",6,"Unit value index of imports",95.9659,,
2007,748,"Eswatini",7,"Terms of trade index",89.393,,
2007,748,"Eswatini",8,"Purchasing power index of exports",108.3992,,
2007,231,"Ethiopia",1,"Value index of exports",42.6624,,
2007,231,"Ethiopia",2,"Value index of imports",36.1142,,
2007,231,"Ethiopia",3,"Volume index of exports",50.7133,,
2007,231,"Ethiopia",4,"Volume index of imports",35.5519,,
2007,231,"Ethiopia",5,"Unit value index of exports",84.1245,,
2007,231,"Ethiopia",6,"Unit value index of imports",101.5816,,
2007,231,"Ethiopia",7,"Terms of trade index",82.8147,,
2007,231,"Ethiopia",8,"Purchasing power index of exports",41.9981,,
2007,238,"Falkland Islands (Malvinas)",1,"Value index of exports",84.7879,,
2007,238,"Falkland Islands (Malvinas)",2,"Value index of imports",28.8072,,
2007,238,"Falkland Islands (Malvinas)",3,"Volume index of exports",114.6291,,
2007,238,"Falkland Islands (Malvinas)",4,"Volume index of imports",28.623,,
2007,238,"Falkland Islands (Malvinas)",5,"Unit value index of exports",73.9672,,
2007,238,"Falkland Islands (Malvinas)",6,"Unit value index of imports",100.6434,,
2007,238,"Falkland Islands (Malvinas)",7,"Terms of trade index",73.4943,,
2007,238,"Falkland Islands (Malvinas)",8,"Purchasing power index of exports",84.2458,,
2007,234,"Faroe Islands",1,"Value index of exports",72.0745,,
2007,234,"Faroe Islands",2,"Value index of imports",111.7799,,
2007,234,"Faroe Islands",3,"Volume index of exports",86.449,,
2007,234,"Faroe Islands",4,"Volume index of imports",115.4828,,
2007,234,"Faroe Islands",5,"Unit value index of exports",83.3723,,
2007,234,"Faroe Islands",6,"Unit value index of imports",96.7935,,
2007,234,"Faroe Islands",7,"Terms of trade index",86.1341,,
2007,234,"Faroe Islands",8,"Purchasing power index of exports",74.4621,,
2007,242,"Fiji",1,"Value index of exports",83.0602,,
2007,242,"Fiji",2,"Value index of imports",85.1767,,
2007,242,"Fiji",3,"Volume index of exports",98.4417,,
2007,242,"Fiji",4,"Volume index of imports",91.9306,,
2007,242,"Fiji",5,"Unit value index of exports",84.375,,
2007,242,"Fiji",6,"Unit value index of imports",92.6533,,
2007,242,"Fiji",7,"Terms of trade index",91.0653,,
2007,242,"Fiji",8,"Purchasing power index of exports",89.6463,,
2007,246,"Finland",1,"Value index of exports",150.4993,,
2007,246,"Finland",2,"Value index of imports",135.2042,,
2007,246,"Finland",3,"Volume index of exports",129.7096,,
2007,246,"Finland",4,"Volume index of imports",117.986,,
2007,246,"Finland",5,"Unit value index of exports",116.0279,,
2007,246,"Finland",6,"Unit value index of imports",114.5934,,
2007,246,"Finland",7,"Terms of trade index",101.2518,,
2007,246,"Finland",8,"Purchasing power index of exports",131.3333,,
2007,250,"France",1,"Value index of exports",110.5375,,
2007,250,"France",2,"Value index of imports",110.5304,,
2007,250,"France",3,"Volume index of exports",104.6235,,
2007,250,"France",4,"Volume index of imports",110.3789,,
2007,250,"France",5,"Unit value index of exports",105.6527,,
2007,250,"France",6,"Unit value index of imports",100.1373,,
2007,250,"France",7,"Terms of trade index",105.5078,,
2007,250,"France",8,"Purchasing power index of exports",110.3859,,
2007,258,"French Polynesia",1,"Value index of exports",162.3399,,
2007,258,"French Polynesia",2,"Value index of imports",122.861,,
2007,258,"French Polynesia",3,"Volume index of exports",217.1611,,
2007,258,"French Polynesia",4,"Volume index of imports",129.1827,,
2007,258,"French Polynesia",5,"Unit value index of exports",74.7555,,
2007,258,"French Polynesia",6,"Unit value index of imports",95.1064,,
2007,258,"French Polynesia",7,"Terms of trade index",78.602,,
2007,258,"French Polynesia",8,"Purchasing power index of exports",170.6929,,
2007,266,"Gabon",1,"Value index of exports",59.1637,,
2007,266,"Gabon",2,"Value index of imports",35.1474,,
2007,266,"Gabon",3,"Volume index of exports",52.1268,,
2007,266,"Gabon",4,"Volume index of imports",39.1151,,
2007,266,"Gabon",5,"Unit value index of exports",113.4996,,
2007,266,"Gabon",6,"Unit value index of imports",89.8562,,
2007,266,"Gabon",7,"Terms of trade index",126.3124,,
2007,266,"Gabon",8,"Purchasing power index of exports",65.8426,,
2007,270,"Gambia",1,"Value index of exports",11.3576,,
2007,270,"Gambia",2,"Value index of imports",76.0929,,
2007,270,"Gambia",3,"Volume index of exports",11.4168,,
2007,270,"Gambia",4,"Volume index of imports",85.9187,,
2007,270,"Gambia",5,"Unit value index of exports",99.4819,,
2007,270,"Gambia",6,"Unit value index of imports",88.5639,,
2007,270,"Gambia",7,"Terms of trade index",112.3279,,
2007,270,"Gambia",8,"Purchasing power index of exports",12.8242,,
2007,268,"Georgia",1,"Value index of exports",55.8697,,
2007,268,"Georgia",2,"Value index of imports",68.1776,,
2007,268,"Georgia",3,"Volume index of exports",66.5029,,
2007,268,"Georgia",4,"Volume index of imports",71.2175,,
2007,268,"Georgia",5,"Unit value index of exports",84.0109,,
2007,268,"Georgia",6,"Unit value index of imports",95.7315,,
2007,268,"Georgia",7,"Terms of trade index",87.7568,,
2007,268,"Georgia",8,"Purchasing power index of exports",58.3608,,
2007,276,"Germany",1,"Value index of exports",99.6236,,
2007,276,"Germany",2,"Value index of imports",100.3663,,
2007,276,"Germany",3,"Volume index of exports",97.8116,,
2007,276,"Germany",4,"Volume index of imports",94.4261,,
2007,276,"Germany",5,"Unit value index of exports",101.8526,,
2007,276,"Germany",6,"Unit value index of imports",106.2909,,
2007,276,"Germany",7,"Terms of trade index",95.8244,,
2007,276,"Germany",8,"Purchasing power index of exports",93.7273,,
2007,288,"Ghana",1,"Value index of exports",38.5459,,
2007,288,"Ghana",2,"Value index of imports",59.4662,,
2007,288,"Ghana",3,"Volume index of exports",42.9446,,
2007,288,"Ghana",4,"Volume index of imports",62.5157,,
2007,288,"Ghana",5,"Unit value index of exports",89.7574,,
2007,288,"Ghana",6,"Unit value index of imports",95.1221,,
2007,288,"Ghana",7,"Terms of trade index",94.3602,,
2007,288,"Ghana",8,"Purchasing power index of exports",40.5226,,
2007,292,"Gibraltar",1,"Value index of exports",102.0587,,
2007,292,"Gibraltar",2,"Value index of imports",106.9454,,
2007,292,"Gibraltar",3,"Volume index of exports",97.0493,,
2007,292,"Gibraltar",4,"Volume index of imports",89.695,,
2007,292,"Gibraltar",5,"Unit value index of exports",105.1617,,
2007,292,"Gibraltar",6,"Unit value index of imports",119.2322,,
2007,292,"Gibraltar",7,"Terms of trade index",88.1991,,
2007,292,"Gibraltar",8,"Purchasing power index of exports",85.5966,,
2007,300,"Greece",1,"Value index of exports",82.574,,
2007,300,"Greece",2,"Value index of imports",167.8531,,
2007,300,"Greece",3,"Volume index of exports",68.6391,,
2007,300,"Greece",4,"Volume index of imports",143.7228,,
2007,300,"Greece",5,"Unit value index of exports",120.3017,,
2007,300,"Greece",6,"Unit value index of imports",116.7895,,
2007,300,"Greece",7,"Terms of trade index",103.0073,,
2007,300,"Greece",8,"Purchasing power index of exports",70.7033,,
2007,304,"Greenland",1,"Value index of exports",96.3787,,
2007,304,"Greenland",2,"Value index of imports",116.7772,,
2007,304,"Greenland",3,"Volume index of exports",125.549,,
2007,304,"Greenland",4,"Volume index of imports",118.1747,,
2007,304,"Greenland",5,"Unit value index of exports",76.7658,,
2007,304,"Greenland",6,"Unit value index of imports",98.8175,,
2007,304,"Greenland",7,"Terms of trade index",77.6844,,
2007,304,"Greenland",8,"Purchasing power index of exports",97.532,,
2007,308,"Grenada",1,"Value index of exports",99.7135,,
2007,308,"Grenada",2,"Value index of imports",94.8703,,
2007,308,"Grenada",3,"Volume index of exports",126.1719,,
2007,308,"Grenada",4,"Volume index of imports",93.982,,
2007,308,"Grenada",5,"Unit value index of exports",79.0299,,
2007,308,"Grenada",6,"Unit value index of imports",100.9451,,
2007,308,"Grenada",7,"Terms of trade index",78.2899,,
2007,308,"Grenada",8,"Purchasing power index of exports",98.7799,,
2007,316,"Guam",1,"Value index of exports",290.8171,,
2007,316,"Guam",2,"Value index of imports",143.7666,,
2007,316,"Guam",3,"Volume index of exports",289.9899,,
2007,316,"Guam",4,"Volume index of imports",136.617,,
2007,316,"Guam",5,"Unit value index of exports",100.2852,,
2007,316,"Guam",6,"Unit value index of imports",105.2333,,
2007,316,"Guam",7,"Terms of trade index",95.298,,
2007,316,"Guam",8,"Purchasing power index of exports",276.3546,,
